tweet_id,text,location_mentions
ID_1041944792983379968,"Hey #LuciFans, want your feedback. What do you think of this charity pendant, with $5 going toward the #HurricaneFlorence relief effort? (Picture follows.) The total cost would be $10.",
ID_1040546299790143494,Verizon Foundation announces $1 million grant to American Red Cross to assist in Hurricane Florence relief  via @VerizonNews,
ID_1039505208634683393,"WEATHER ALERT: In anticipation of Hurricane Florence we will rebook customers traveling to/from impacted areas after 8 p.m. on Sept. 12, or anytime on Sept. 13-14 at no cost. Please see the full list of impacted locations and more details here:",Hurricane Florence=>NATURAL POINT-OF-INTEREST
ID_1039467565343559680,SOS SOS SOS PLEASE PLEASE PLEASE donate so that Bruno Foundation can help to get the shelter animals out of harms way. Immediate action (and money) was needed because today (Sept 11) at noon the traffic lanes into the,
ID_1039520136846340096,"For information about Hurricane Florence and other hurricane info and safety tips, bookmark this link:  #kywx #ekywx",
ID_1040356118562856960,# SC REFUSES TO #EVACUATE #INMATES IN #MANDATORY EVACUATION AREAS AS #HURRICANE #FLORENCE THREATENS #DISASTER ! @TheRoot @TheFive @foxnews @seanhannity @BretBaier @GovMikeHuckabee @IngrahamAngle @TuckerCarlson @JaySekulow @jaredkushner @POTUS,FLORENCE=>CITY
ID_1042022990014291969,Over 40 members of Southeastern Massachusetts Technical Rescue Team have been deployed to NC including Hingham Fire Captain Dave Levenson. SE-MASS TRT will assist with Swift Water Rescues caused by Hurricane Florence.,Massachusetts=>STATE * NC=>STATE
ID_1040547803695439874,"Some awful, awful updates from the North Carolina coast and areas nearby overnight. Dozens needing rescue from flooded homes, some sitting on the roofs of their homes in a hurricane. If you are in South Carolina and were on the fence about evacuating, leave now. #Florence",North Carolina=>STATE * South Carolina=>STATE
ID_1039890042863407104,"Here are all the changes ahead of #HurricaneFlorence that affect transportation to and from the region, including flights and tolls roads.",
ID_1039446895268192258,"How to protect your pet, in case Hurricane Florence hits Hampton Roads -  WVEC  via @GoogleNews",Hampton Roads=>CITY
ID_1040144578764918785,RT @ABC7: HEROES READY: California search-and-rescue dogs deployed to aid in Hurricane Florence,California=>STATE
ID_1039911200941912064,Storm Surge is a big concern as #NC braces for #HurricaneFlorence. This is a look at past levels at the Wrightsville Beach Museum. Surge from #Florence could be up to 13 feet in some areas. Surge during Hurricane Hazel was 17 feet. ὏8: Jarred Hill ὏7:,NC=>STATE * Wrightsville Beach Museum=>HUMAN-MADE POINT-OF-INTEREST
ID_1041225732213551104,Hurricane Florence: Help People and Pets Now – The Animal Rescue Site,
ID_1042054206801231879,"NC struggling to recover after #Florence brings historic flooding, 32 deaths #Fox35",NC=>STATE
ID_1042049414645407749,"PHOTOS: Florence brings days of rains, historic floods  via @abc7chicago",
ID_1040935365203427328,"We are collecting donations for Haven House! Come grab breakfast, bring in some non-perishables, and get 15% off! #tableraleigh #nonprofitpartner @ A Place at the Table Raleigh",
ID_1039491197436346368,"Hurricane Florence prompts mass evacuations in Virginia, Carolinas",Virginia=>STATE * Carolinas=>STATE
ID_1040550900455165952,"As the strong winds from #HurricaneFlorence hit the Wilmington area, we could see an increase in power outages. Our firefighters want us to remind you to never use candles for emergency lighting. Use flashlights or lanterns. @CityofWilm @NHCFR @NHC911 @NCEmergency",Wilmington=>CITY
ID_1039432053178150912,"Last year when we funraised and collected supplies for Harvey Relief, we got A LOT from folks outside of Texas. Be Texan. Be friendly. Remember to return the favor y’all.",Texas=>STATE
ID_1039880239659339776,AirBnB offering free lodging for Hurricane Florence evacuees #HurricaneFlorence #Airbnb Via @theobserver,
ID_1041223770646761473,"weatherchannel: NEW: #Tornado watch issued for southeastern North Carolina, including Wilmington, until 11 p.m. EDT. #Florence",North Carolina=>STATE * Wilmington=>CITY * Florence=>CITY
ID_1040547726914666497,Hurricane Florence sends screaming winds and flooding streets leaving tens of thousands without power,
ID_1041282167047905280,"Hopewell Veterinary Hospital in Jenkintown rescued 19 animals from a shelter in North Carolina that had to be evacuated because of Hurricane Florence. 2 dogs, 16 kittens and an adult cat are looking for new homes. DETAILS:",Jenkintown=>CITY * North Carolina=>STATE
ID_1039520299442532352,"An LA County Fire Dept Swift Water Rescue Team just left this facility in #Pacoima, to be in a position to help when #HurricaneFlorence smacks the East Coast. @KNX1070",LA=>STATE * Pacoima=>DISTRICT
ID_1039421195592953856,"LACoFD’s Urban Search and Rescue team, California Task Force 2 has been activated by FEMA to send a 16 person swift water team to Raleigh, North Carolina. They will be deploying immediately, in advance preparation for hurricane #Florence",California=>STATE * Raleigh=>CITY * North Carolina=>STATE
ID_1041379465782157312,"We work year around, all 4 seasons, no government funding, no help from the city! Everything we do comes from the help & support of our members, volunteers, and generous donations from",
ID_1039408534994251776,"RT legacyinsgrp1 RT ZurichNAnews With #HurricaneFlorence looming, smart planning can help protect your people and your assets in emergency situations.  #Florence",
ID_1041635117528166400,Hot meal delivery to Sampson County Emergency Operations Center today! The amazing staff there also took our sandwiches and salads out to EMTs and first responders! #Florence #ChefsForCarolinas,Sampson County=>COUNTY
ID_1041999693620883456,"RICHMOND #TORNADO A very strong tornado ripped through suburbs of Richmond, Virginia today. At least one death happened today adding to the overall total of people killed due to #Florence. Courtesy: John Guth",RICHMOND=>CITY * Richmond=>CITY * Virginia=>STATE
ID_1039540281283096578,slow movement out of the outer banks #evacuation #hurricaneflorence,
ID_1041333959903338496,"At 10:25 AM EDT, 1 ENE Marion [Marion Co, SC] MEDIA reports FLASH FLOOD. FLOODING IN STREETS AND AT BUSINESSES ALONG US-76 NEAR METAL ST",
ID_1039564888681656321,"OWH, 9/15/18 it is a scene of death & destruction. Corpses float the street. Hurricane Florence had destroyed nearly everything. But not all hope was lost: if enough members of the South Carolina Regional Tech football team are still alive, they might play the Huskers",South Carolina=>STATE
ID_1039565613662982144,"Creating an Evacuation Plan - As most of you know, Hurricane Florence is barreling its way steadily toward",
ID_1042006206930464768,"RETWEET! Right now, PETA’s Rescue Team is in #NorthCarolina with a boat to help evacuate people & animals in flooded areas. If you have info on those who need help, please let us know. #HurricaneFlorence Areas we can reach: #Lumberton, #StPauls, #Pembroke, #Fayetteville.",NorthCarolina=>STATE * Lumberton=>CITY * Pembroke=>CITY * Fayetteville=>CITY
ID_1041603618439221248,"Hurricane Florence: As floodwaters rise, death toll reaches 14 in North Carolina -",North Carolina=>STATE
ID_1041140828025102341,Volunteering as Shelter Nurse with the Capital Area Medical Reserve Corp! How very little can be done under the spirit of fear” - Florence Nightingale #nursing,Florence=>CITY
ID_1039920167852093447,RT @AngelsHopeInc: Hurricanes: Preparedness And Evacuation Plan For Dog Owners - Dogtime  via @po_st #HurricaneFlore,
ID_1039533246940438529,"In addition to the danger of maximum-sustained winds of 130 mph, #HurricaneFlorence could cause life-threatening flash flooding:",
ID_1040967437133512704,Ready for photobooth fun!! Cropmania 2018 benefiting Friends of Joshua House Foundation #fundraiser #BTTR #BTTRBooths #Convention #Weddings #BarMitzvah #BatMitzvah #Orlando,Orlando=>CITY
ID_1042015065304690688,Pender County officials to update #Florence #rescue and recovery efforts - Sep 18 @ 7:37 AM ET,Pender County=>COUNTY
ID_1039422040669921280,"BREAKING: Virginias governor orders evacuation of about 245,000 residents of low-lying coastal areas due to Hurricane Florence. - via AP",Virginias=>STATE
ID_1039513392287965185,"If you havent already, please sign up for Fairfax Alerts at  to have hurricane information sent directly to your phone. Consider stocking up on bottled water, basic food items and pet supplies and follow these tips:",
ID_1041592147177365505,"WTVD-TV Donations needed for animals displaced by Hurricane Florence WTVD-TV  Triangle residents steadily arrived at the Holshouser Building located at the N.C. State Fairgrounds to donate items for pets. Those items included large crates, paper towe",Hurricane Florence=>NATURAL POINT-OF-INTEREST * Holshouser Building=>HUMAN-MADE POINT-OF-INTEREST * N.C.=>STATE
ID_1041284545562206208,"14 dead from Florence, nearly a million without power as storm batters Carolinas - News & Observer #HurricaneFlorence",Florence=>CITY
ID_1040171225752821760,Don Milburn and Nick Ostrosky will make the long journey to the east coast together where emergency officials are warning there could be catastrophic damage.,
ID_1040709091528790016,Evacuees are using Hurricane Florence to pick up Tinder dates:,
ID_1042062099336364032,Crews worked hard today removing debris from the Parkway as response to Hurricane Florence began. The Parkway south of Asheville saw the least damage of areas assessed today and much of it has reopened.Check the real time road map for updates in your area.,Asheville=>CITY
ID_1040356049084186626,"Make sure your vehicle is visibile during rainfall. If your wipers are on, make sure your headlines are on as well. Check out this message from Trooper Judd about the importance of visibility:  #SCTweets South Carolina Emergency Management Division",South Carolina=>STATE
ID_1042055805556744203,"Looking for ways to help those in need after Hurricane Florence? If you have bottles/jugs of water or canned goods you stocked up on but didnt use, why not drop them off at a donation site?",
ID_1039910041489354753,"Please, spread this around: DONATE:  #cat #dog #pets #HurricaneFlorence #donate #AnimalRights #WednesdayWisdom #Carolinas",
ID_1039920088382676993,RT @JBWolfsthal: They also said 26 people had died in Puerto Rico.,Puerto Rico=>ISLAND
ID_1040168734982381568,"Did you know that @WaffleHouse offers free food to members of the military, law enforcement and the media during natural disasters such as the upcoming #HurricaneFlorence here in @MyrtleBeachGov @FOX5Atlanta @LivePdFans. #fox5atl #fox5storm #LivePD",
ID_1042060181528563712,"#Nurse influencers- we helped each other through Harvey, Irma, Maria. Now the nurses affected by #Florence need help. Please donate & share this Fund established by @NCNA  cc @AskNurseAlice @Kati_Kleber @DonnaCardilloRN @RTConnections",Florence=>CITY
ID_1041627037633597440,RT fema: rain of #Florence the next few days floods in many parts of South Carolina will cause. Expect flash floods at any time,South Carolina=>STATE
ID_1041623022904401922,"Six dogs are rescued from severe Florence flooding in Leland, NC",Leland=>CITY * NC=>STATE
ID_1041398164144709635,"Swift water teams evacuating residents in Leland, NC @weatherchannel pattern @amhq #hurricaneflorence @ Leland, North Carolina",Leland=>CITY * Leland=>CITY * North Carolina=>STATE
ID_1042053987594366976,"In a tropical depression, tropical storm, tornado, flooding or hurricane, its important to view photos and videos of the area on social media so that first responders, rescuers, and volunteers can see if fallen trees, downed lines, or deep water are blocking roads. #Florence",
ID_1040548806935412737,RT @WISH_TV: Click here to donate to @RedCross for #HurricaneFlorence relief,
ID_1039834020513804288,Virtual doctors visits are being offered through our Blue CareOnDemand mobile app 24/7 at no cost to residents of zones impacted by #HurricaneFlorence. More info: . #Florence #sctweets,
ID_1042025666659721216,RT @davidspruell: Donations to the American Red Cross to assist with #relief efforts due to the devastation from #Florence,
ID_1042048606532857856,RT @ABC11_WTVD: Verizon extending data relief plan for those affected by Hurricane Florence through September 25,
ID_1039506923601715200,"#HurricaneFlorence RT? DO NOT LEAVE PETS/ANIMALS BEHIND Don’t leave them tied up. Evac shelters take pets. Have: leash, crate/kennel, food, water, litter box. Pets didn’t choose us, we chose them Don’t leave ‘em to die! Let’s form an add’l rescue team! @PattyArquette & all tagged",
ID_1039498799964549120,RT CHellerTVNews: .LACOFD asking for all swift water response team members to report for possibly deployment out east. #HurricaneFlorence,
ID_1041936566590091264,RT @marcusdipaola: Flooding in downtown Wilmington NC as things start to ramp up again as Hurricane Florences eye blows past.,Wilmington=>CITY
ID_1041212865670270977,Im asking to join me in supporting Team Rubicon as they respond to Hurricane Florence. Team Rubicon is a nonprofit organization that unites the skills and experience of military veterans with first responders to rapidly deploy emergency response teams.,
ID_1041576338862362625,Huge donation response! Animals from shelters in Carteret and Craven County are en route to state fairgrounds. Immediate need for large crates and paper towels. Also accepting dog food. #HurricaneFlorence #ABC11,Carteret=>CITY * Craven County=>COUNTY
ID_1039485844996993026,Please stay safe as Hurricane Florence arrives! Get out while you can! I cannot stress this enough! Expect flooding and dangerously high water levels. #Hurricane #Florence #Dangerous #GetOutNow #Evacuate #Water #Flooding #HurricaneFlorence,
ID_1039518924839309312,"Here is a list of the shelters for Virginia (Hampton Roads) Shelters available during Hurricane Florence in Virginia, North Carolina",Virginia=>STATE * Virginia=>STATE * North Carolina=>STATE
ID_1040192807858831360,FLORENCE TRACK UPDATE #Florence will make landfall late tonight along the SE North Carolina coast then drift W or SW into South Carolina. Flooding rain will accompany the storm! #chswx #chsnews #scwx #scnews #nexstarwx @WCBD,North Carolina=>STATE * South Carolina=>STATE
ID_1042009714480111617,#HAPPENINGTODAY: The @NWS will survey damage in #Virginia to determine how many tornadoes touched down Monday. The tornadoes were likely sparked by remnants of #HurricaneFlorence  @WDTN #FlorenceHurricane2018 #Florence,Virginia=>STATE
ID_1041223943758131201,"RT @thepurgatori: Donate or volunteer to help Wilmington, Brunswick co. & other areas affected by #HurricaneFlorence",Wilmington=>CITY
ID_1040359258582339584,At Least 20 Homes in Massachusetts Catch Fire after Reported Gas Explosions,Massachusetts=>STATE
ID_1042000947705262080,Volunteers from the American Red Cross will be in our studios until 7PM to take your calls and donations to help families affected by Hurricane Florence. Call (614) 469-10TV (1088) You can also text REDCROSS” to 90999 or visit  #10TV,American=>COUNTRY
ID_1039899195891699714,"Ive been hoping that #HurricaneFlorence will somehow lose some strength, but its not looking that way. If youre in areas where evacuation orders are in effect, please follow those orders! Also, remember were in this together&support is here if you need it!",
ID_1039404702495137792,American Red Cross prepares to deploy volunteers to help those in the way of Hurricane Florence,
ID_1042000032403054592,"Remember when you hoarded, uh stockpiled all that water and supplies before #Florence? Well you can donate them to #operatonNorthState ⁦@ConcordMillsNC⁩ and they will be shipped to the coast. ⁦@SpecNewsCLT⁩",
ID_1040686995213877248,Ventured out to assess the damage. Some trees are down and some flooding. @Jenny79217656 @NiMiddle @ErikEstrada @StocksSarah @Mel_MK_1983 @ViolaM123 @kroppandrea1 @princesspeapat,
ID_1041276440719839232,"This super slow storm is still causing damage across the Carolinas. #Florence is now a depression but we’re tracking rain, tornado risks, flooding and falling trees all morning now on",Carolinas=>STATE
ID_1039532706344914944,Many thanks to the govt employees in the weather service and emergency management working over time on #HurricaneFlorence. And many thanks to the Natl Guard and First Responders in advance. We appreciate you here in NC.,NC=>STATE
ID_1042047368697446400,We are committed to serving the communities affected by #HurricaneFlorence. We invite our shoppers & associates to support the @RedCross in their disaster relief efforts by making a financial donation at any of our store locations. #HTCares,
ID_1041583776365666304,RT @WFMY: Winston-Salem apartments evacuated as flood waters creep in,Winston-Salem=>CITY
ID_1039889121978802178,Ὂ5PREPARE FOR AN EVACUATION THREADὊ5 #HurricaneFlorence #SouthCarolina #NorthCarolina #Virginia #VirginiaBeach #Georgia #Maryland BELOW ARE GUIDES FOR EVACUATION PREPAREDNESS - SOME ARE HURRICANE OR HIGH WIND SPECIFIC!! Ὂ5#HeroesResist WILL RELAY SOS TWEETS 2 RESPONDERSὊ5!!,SouthCarolina=>STATE * NorthCarolina=>STATE * Virginia=>STATE * VirginiaBeach=>CITY * Georgia=>STATE * Maryland=>STATE
ID_1039465651310616576,This map shows the expected path of destruction #HurricaneFlorence is set to bring,
ID_1041686526092951554,Thanks to our buddy Kevin for updates from our house since there is no one aloud on the island and water and power is shut off to the whole island till they fix fallen wires and possible,
ID_1041230764069793792,"Show some kindness and help support victims of #HurricaneFlorence. Help us collect pet food, baby supplies and other various items for those in the path of this devastating storm. Message us for local drop off locations. ~ Misty #getkind",
ID_1039479844168445952,Eye Opener: #HurricaneFlorence prompts mandatory evacuations,
ID_1042059124547178497,I liked a @YouTube video  JUDGEMENT: At least 23 people have died due to flooding caused by Hurricane Florence,
ID_1039438430634233857,"Hurricane watch is now in effect from Edisto Beach, SC northward to the NC/VA border including the Albemarle and Pamlico sounds. Storm surge watch is in effect for the same areas, including the Neuse and Pamlico rivers. #tropics #florence #ncwx #scwx",Edisto Beach=>CITY * SC=>STATE * NC=>STATE * VA=>STATE * Albemarle=>CITY * Pamlico=>CITY * Pamlico rivers=>NATURAL POINT-OF-INTEREST
ID_1041710348913582087,"At 6:30 AM EDT, 3 S Check [Floyd Co, VA] EMERGENCY MNGR reports FLOOD. WATER RESCUE ON STUART ROAD AT THE LITTLE RIVER",
ID_1040192511912943616,Good morning from #Wilmington. County officials say a 76-person urban search and rescue team will stage here ahead of #Florence @FOX46News,Wilmington=>COUNTY
ID_1039491597979791361,"Please bring in anything to help with the relief effort and help a life effected by Hurricane Florence. Bring to the main office, @HavAGr8sDays classroom, or @coachjvanns classroom",
ID_1039868793944588288,RT @BebeNeuwirth: Shelter for pets #HURRICANEFLORANCE #pets,
ID_1039878287730851840,"All those in the path of #HurricanceFlorence, please remember your pets this time. They need your help. They trust you, and their lives matter too. Do not leave them behind! Have a heart, save a life. Prayers going out to all others ὤF #hurricaneflorence #SaveYourPets",
ID_1039552878388682753,"Our Rescue team deployed late last night to SC in the wake of #HurricaneFlorence to help evacuate shelter pets to safety. Please make an emergency gift to help us provide lifesaving resources to animals in need of rescue, shelter, and urgent care.",SC=>STATE
ID_1039498194315554817,"@POTUS has signed an emergency declaration for the state of North Carolina ahead of #HurricaneFlorence, according to a @fema press release. The declaration will allow FEMA to begin coordinating relief efforts due to #Florence.",North Carolina=>STATE
ID_1041218445201666048,"Florence forecast: Record-setting, flooding rain is ‘far from done’  #usa #hurricaneflorence",usa=>COUNTRY
ID_1041630943801470976,Early morning @redcross telethon to raise funds for those affected by Hurricane Florence 833-585-0179 #nashville #pleasecall,nashville=>CITY
ID_1039583468269625344,U.S. southeast braces for days and days of floods from #hurricane: Reuters  | More w/ Eco-Search:,U.S.=>COUNTRY
ID_1040708044731105282,"As University of Tennessee College of Veterinary Medicine @UTCVM prepares for #Florence, they’ve compiled a list of farms and transporters taking in evacuated horses and livestock. To fill out the Emergency Transport and Lodging List form,  #DisasterAnimals",Tennessee=>CITY
ID_1039467794348343296,"Major Hurricane Florence continues to strengthen over the Atlantic. The Carolinas are bracing for a possible land fall of this system with winds over 140 mph Thursday. Storm surge, & winds are of great concern, however tremendous flooding may be what this storm is remembered for.",Atlantic=>NATURAL POINT-OF-INTEREST * Carolinas=>STATE
ID_1039919040565846016,"#RedCross is opening shelters in @CLTgov for evacuees: East Mecklenburg HS, South Mecklenburg HS, North Mecklenburg HS, Olympic HS. Ardrey Kell HS opens at 4p today. #cltnews #florence #ncnews #ncwx",East Mecklenburg HS=>NATURAL POINT-OF-INTEREST * Mecklenburg=>CITY * North Mecklenburg=>STATE
ID_1040709099095248896,Breaking: At least 5 people are dead as a result of #Florence. It is now a Tropical Storm.,
ID_1039438083442266112,5AM Advisory from the National Hurricane Center - Florence still on track for a Thursday night landfall in NC with catastrophic damage near landfall. Serious inland flooding event will unfold. The latest on @wusa9. #Getupdc,NC=>STATE
ID_1039473992954986497,NewsNow: Hurricane Florence to make landfall as evacuations begin,
ID_1041235290004709377,This Arkansas team of medical personnel from the National Disaster Medical System has been deployed to North Carolina and is now ready to help state and local authorities respond to communities’ medical needs.  via @wcnc #HurricaneFlorence,Arkansas=>STATE * North Carolina=>STATE
ID_1041633792925093888,Donations for animals displaced by Hurricane Florence are being accepted at the North Carolina State Fair Grounds located at 1025 Blue Ridge Boulevard in  a Facebook,North Carolina=>STATE * 1025 Blue Ridge Boulevard=>ROAD
ID_1041576390066360320,I-95 at South Carolina Border Closed Due to Flooding,South Carolina=>STATE
ID_1040141754937339905,"Watch live updates of #HurricaneFlorences movement as it continues to make its way through the U.S. East Coast. The storm has weakened to a Category 2 hurricane, but flooding, storm surges, and strong winds are still expected",U.S.=>COUNTRY
ID_1040743582699855872,Can’t make it to the Lou DeSantis Memorial tomorrow? You can still help us fight the fight! Donate if you can to Dad’s Page at the Lustgarten Foundation for Pancreatic Cancer Research,
ID_1041625631384055808,.@FOXNashville We’re told a group of 5 volunteers from Middle Tennessee will be heading to North Carolina this morning. They join people from other states also volunteering for this disaster response group. @hopeforce #Florence,Tennessee=>STATE * North Carolina=>STATE * Florence=>CITY
ID_1040189619877359616,"Dont walk, swim or drive through floodwater. Just six inches of fast-flowing water can knock you over and two feet will float a car.#Hurricane #Florence #Flood",Florence=>CITY
ID_1039908695784796161,"Thousands of people in Puerto Rico + the Virgin Islands are still recovering from Hurricane Marias devastation and Trumps racist disregard for Black, Brown, and Latinx communities. Today, millions are evacuating before Hurricane Florence makes landfall in the Carolinas.",Puerto Rico=>COUNTRY * Virgin Islands=>ISLAND * the Carolinas=>ISLAND
ID_1040708325145497601,RT @StarNewsVarsity: Michael Jordan already setting up hurricane relief efforts for Wilmington and all of North Carolina.,Wilmington=>CITY * North Carolina=>STATE
ID_1040707996396007424,Want to help the Carolinas get through #HurricaneFlorence? There are so many ways! Donate blood with @SCRedCrossBlood. Donate $ to @HarvestHopeFB so they can provide food. Donate $$ to @SalvationArmyUS to keep shelters running. Donate to animal shelters. You can save lives!!!,Carolinas=>STATE
ID_1039552416620929026,"RT @emilybohatch: This isnt true. But, the Cajun Navy volunteers will be in SC soon",SC=>STATE
ID_1042056654693572610,Watch out for scammers while donating to Hurricane Florence relief efforts:  via @fox6now,
ID_1039545694703378432,"Mandatory evacuation of Beaufort, Jasper, Colleton (except. Edisto Island) is lifted. Continue to monitor and track Hurricane Florence through official sources such as NOAA, SCEMD, etc. Our thoughts our with our neighbors to the North. #HurricaneFlorence",Beaufort=>CITY * Jasper=>CITY * Colleton=>CITY * Edisto Island=>ISLAND
ID_1040548769064873984,"Hey! In addition to your slactivist #prayersup and #staysafe, heres a couple of links to donate to ---  #BostonFires  #hurricaneFlorence Of course, feel free to just sit on your butt and offer empty words of support.",
ID_1042051406058987520,"The Waffle House in Lumberton, North Carolina is serving soaking wet and hungry people food in the dark in the middle of Hurricane Florence. The people working here right now have homes and families themselves. They deserve some serious recognition and praise",Lumberton=>CITY * North Carolina=>STATE
ID_1040162818631376896,Hurricane Florence weakens to Cat 2 storm carrying huge loads of water sucked up from the warm-ocean - a large storm surge is expected to hit catastrophic levels The only thing left to do is #Pray,
ID_1041100735201595395,"At 9:00 AM EDT, 1 SSW Conway [Horry Co, SC] MEDIA reports HURRICANE. TREE FELL DOWN ON HOUSE CAUSING ROOF DAMAGE ON NEW RD IN CONWAY.",CONWAY=>CITY
ID_1042008137832849408,"We’re still watching out for down-river flooding, so we don’t yet know the full impact. But if you want to help those affected, here’s a good place to start. #HurricanceFlorence #SCStrong",
ID_1039561701434114050,"Hurricanes arent a point on a map. Their impacts can span 100s of miles from the center: surge, damaging wind, flooding rain and tornadoes. Heres what Hurricane #Florence would look like, if the eye was centered over Kansas City. Really puts the size into perspective. @kmbc",Kansas City=>CITY
ID_1039886990500610048,#RedCross volunteers and staff are working around-the-clock to prepare for Hurricane #Florence. Now is the time for you to get ready:  #scnews #scwx,
ID_1042169483622862849,"#Repost capareafoodnet ・・・ FLORENCE RELIEF DONATION DRIVE Hurricane Florence continues to have a massive impact on NC, and relief efforts will be ongoing. CAFN is partnering with",NC=>STATE
ID_1042014714673418240,Thank you @FoxNews & @LelandVittert for aiding in the rescue of two dogs stranded during Hurricane Florence. These deserving dogs will be available for adoption as soon as Sunday or Monday in the DMV & they need YOUR help now more than ever! Please donate,
ID_1041406747481497600,This was as far in Rivermist as I could get my drone before the wind started burning out the motor. There’s lots of street flooding but thankfully the homes appear dry #hurricaneflorence,Rivermist=>STATE
ID_1040185142080360449,WATCH: Updated track on Hurricane Florence. Were still expecting major flooding winds and power outages. Were live all morning on News 3 This Morning:  #hurricaneflorence,Hurricane Florence=>STATE
ID_1041272170046009345,The Weather Channel Live Hurricane Florence Coverage Flooding Unfolds:  via @YouTube,
ID_1039532948435947520,"In making preparations for #HurricaneFlorence, learn how to protect your food and water during power outages and flooding. Follow these #hurricane #FoodSafety tips:",
ID_1041636911855624192,Sweet Dog Can’t Stop Licking Rescuer After Being Saved From Florence Flooding,
ID_1041939690335739904,"Click here to support Hurricane Florence Relief Jax,NC organized by Lia Leigh",Florence=>CITY * NC=>STATE
ID_1042026313656221697,"In a #Florence flood, she tried to hold onto her baby. But the water ripped him away",Florence=>CITY
ID_1040155725039849473,Four-footed evacuees are arriving to the Treasure Coast. #Florence,
ID_1040679191237328896,"At 11:23 AM EDT, 1 NNE Wilmington [New Hanover Co, NC] MEDIA reports HURRICANE. *** 2 FATAL, 1 INJ *** TREE FELL ON A HOME ON MERCER AVE KILLING A MOTHER AND AN INFANT. THE FATHER WAS INJURED AND TAKEN TO THE HOSPITAL. CONDITION UNKNOWN.",Wilmington=>CITY * New Hanover Co=>COUNTY * NC=>STATE
